Region,District,Ward,Village,Total Population
Dodoma,Kondoa,bumbuta,bumbuta,3
Dodoma,Kondoa,bumbuta,mahongo,1
Dodoma,Kondoa,bumbuta,mauno,4
Dodoma,Kondoa,pahi,pahi,6
Dodoma,Kondoa,pahi,potea,2
Dodoma,Kondoa,pahi,salare,2
Dodoma,Kondoa,pahi,kiteo,4
Dodoma,Kondoa,busi,busi,3
Dodoma,Kondoa,busi,sambwa,4
Dodoma,Kondoa,busi,keikei,4
Dodoma,Kondoa,busi,idindiri,3
Dodoma,Kondoa,busi,ihari,3
Dodoma,Kondoa,busi,isusumya,2
Dodoma,Kondoa,haubi,haubi,6
Dodoma,Kondoa,haubi,ntomoko,5
Dodoma,Kondoa,haubi,mafai,3
Dodoma,Kondoa,kalamba,baura,1
Dodoma,Kondoa,kalamba,kalamba chini,3
Dodoma,Kondoa,kalamba,hebi chini,3
Dodoma,Kondoa,kalamba,loo,3
Dodoma,Kondoa,kalamba,hebi juu,1
Dodoma,Kondoa,kalamba,kalamba juu,3
Dodoma,Kondoa,kwadelo,kwadelo,6
Dodoma,Kondoa,kwadelo,kirere cha ng'ombe,1
Dodoma,Kondoa,kwadelo,makirinya,5
Dodoma,Kondoa,masange,masange,4
Dodoma,Kondoa,masange,kwayondu,2
Dodoma,Kondoa,masange,kikilo kati,3
Dodoma,Kondoa,kikilo,kikilo ororimo,2
Dodoma,Kondoa,kikilo,kwahengwa,2
Dodoma,Kondoa,kikilo,berabera,3
Dodoma,Kondoa,bereko,puhi,2
Dodoma,Kondoa,bereko,bereko,5
Dodoma,Kondoa,kisese,mapinduzi,1
Dodoma,Kondoa,kisese,kisese sauna,3
Dodoma,Kondoa,kisese,madisa,2
Dodoma,Kondoa,kisese,kisese dissa,3
Dodoma,Kondoa,kisese,atta,3
Dodoma,Kondoa,kikore,kikore,3
Dodoma,Kondoa,kikore,madege,795
Dodoma,Kondoa,kikore,hurui,4
Dodoma,Kondoa,kikore,mitati,5
Dodoma,Kondoa,kikore,mkurumuzi,963
Dodoma,Kondoa,serya,mongoroma,2
Dodoma,Kondoa,serya,chadimu,550
Dodoma,Kondoa,serya,munguri,1
Dodoma,Kondoa,serya,serya,2
Dodoma,Kondoa,kilimani,kwantisi,2
Dodoma,Kondoa,kilimani,bicha,2
Dodoma,Kondoa,kilimani,kilimani,2
Dodoma,Kondoa,kilimani,damai,896
Dodoma,Kondoa,chemchem,kwapakacha,998
Dodoma,Kondoa,chemchem,ubembeni,3
Dodoma,Kondoa,chemchem,iboni,2
Dodoma,Kondoa,chemchem,chemchem,2
Dodoma,Kondoa,hondomairo,mwembeni,3
Dodoma,Kondoa,hondomairo,hondomairo,2
Dodoma,Kondoa,hondomairo,mtibyangwi,3
Dodoma,Kondoa,bolisa,itiso,1
Dodoma,Kondoa,bolisa,bolisa,1
Dodoma,Kondoa,bolisa,poisa,1
Dodoma,Kondoa,kinyasi,kinyasi majengo,2
Dodoma,Kondoa,kinyasi,kinyasi kati,4
Dodoma,Kondoa,kinyasi,ikengwa,2
Dodoma,Kondoa,kinyasi,isongolo,728
Dodoma,Kondoa,salanka,makafa,2
Dodoma,Kondoa,salanka,lembo,1
Dodoma,Kondoa,salanka,salanka,3
Dodoma,Kondoa,salanka,masawi,2
Dodoma,Kondoa,salanka,alagawa,1
Dodoma,Kondoa,itololo,mangolo,2
Dodoma,Kondoa,itololo,kandaga,2
Dodoma,Kondoa,itololo,itololo,1
Dodoma,Kondoa,itololo,mkekena,2
Dodoma,Kondoa,itololo,machinjioni,913
Dodoma,Kondoa,itaswi,itaswi,4
Dodoma,Kondoa,itaswi,haire,2
Dodoma,Kondoa,itaswi,kisaki,1
Dodoma,Kondoa,itaswi,chubi,3
Dodoma,Kondoa,suruke,mlua,2
Dodoma,Kondoa,suruke,tungufu,1
Dodoma,Kondoa,kingale,kingale,4
Dodoma,Kondoa,kingale,tampori,1
Dodoma,Kondoa,kingale,iyoli,3
Dodoma,Kondoa,kingale,chemchem,2
Dodoma,Kondoa,kondoa mjini,chemchem,4
Dodoma,Kondoa,kondoa mjini,mningani,4
Dodoma,Kondoa,kondoa mjini,kichangani,2
Dodoma,Kondoa,kondoa mjini,tura,1
Dodoma,Kondoa,kondoa mjini,mnarani,4
Dodoma,Kondoa,kolo,kolo,2
Dodoma,Kondoa,kolo,choka,1
Dodoma,Kondoa,kolo,hachwi,1
Dodoma,Kondoa,changaa,kwamafunchi,2
Dodoma,Kondoa,changaa,changaa,4
Dodoma,Kondoa,changaa,tumbelo,3
Dodoma,Kondoa,changaa,chololo,2
Dodoma,Kondoa,thawi,sakami,5
Dodoma,Kondoa,thawi,thawi madukani,5
Dodoma,Kondoa,thawi,thawi juu,1
Dodoma,Kondoa,mnenia,mnenia,3
Dodoma,Kondoa,mnenia,itundwi,3
Dodoma,Kondoa,mnenia,filimo,2
Dodoma,Kondoa,mnenia,bambare,3
Dodoma,Kondoa,soera,soera,2
Dodoma,Kondoa,soera,bukulu,4
Dodoma,Kondoa,soera,humai,1
Dodoma,Kondoa,soera,kwadinu,1
Dodoma,Mpwapwa,mazae,mazae,3
Dodoma,Mpwapwa,mazae,kisokwe,4
Dodoma,Mpwapwa,mazae,idilo,2
Dodoma,Mpwapwa,ving'hawe,ving'hawe,6
Dodoma,Mpwapwa,ving'hawe,manghangu,2
Dodoma,Mpwapwa,ving'hawe,isinghu,4
Dodoma,Mpwapwa,matomondo,mbori,4
Dodoma,Mpwapwa,matomondo,tambi,5
Dodoma,Mpwapwa,matomondo,miembule,4
Dodoma,Mpwapwa,matomondo,mwenzere,4
Dodoma,Mpwapwa,kimagai,inzomvu,4
Dodoma,Mpwapwa,kimagai,kimagai,3
Dodoma,Mpwapwa,kibakwe,iyenge,7
Dodoma,Mpwapwa,kibakwe,kibakwe,7
Dodoma,Mpwapwa,kibakwe,chamtumile,3
Dodoma,Mpwapwa,lumuma,lufusi,925
Dodoma,Mpwapwa,lumuma,kitati,982
Dodoma,Mpwapwa,lumuma,mafene,2
Dodoma,Mpwapwa,luhundwa,ikuyu,5
Dodoma,Mpwapwa,luhundwa,luhundwa,3
Dodoma,Mpwapwa,luhundwa,kidenge,4
Dodoma,Mpwapwa,massa,makose,3
Dodoma,Mpwapwa,massa,chogola,4
Dodoma,Mpwapwa,massa,winza,5
Dodoma,Mpwapwa,massa,njia panda,819
Dodoma,Mpwapwa,ipera,kinusi,5
Dodoma,Mpwapwa,ipera,mang'aliza,5
Dodoma,Mpwapwa,ipera,kikuyu,3
Dodoma,Mpwapwa,rudi,chilendu,5
Dodoma,Mpwapwa,rudi,singonhali,2
Dodoma,Mpwapwa,rudi,mtamba,4
Dodoma,Mpwapwa,mlunduzi,chinyika,5
Dodoma,Mpwapwa,mlunduzi,chinyanghuku,3
Dodoma,Mpwapwa,mlunduzi,wiyenzele,2
Dodoma,Mpwapwa,wotta,mlunga,3
Dodoma,Mpwapwa,wotta,mwanawotta,4
Dodoma,Mpwapwa,wotta,lwihomelo,3
Dodoma,Mpwapwa,wotta,wangi,3
Dodoma,Mpwapwa,wotta,kidabaga,1
Dodoma,Mpwapwa,mima,mima,5
Dodoma,Mpwapwa,mima,sazima,4
Dodoma,Mpwapwa,mima,igoji,3
Dodoma,Mpwapwa,mima,chamanda,2
Dodoma,Mpwapwa,berege,berege,6
Dodoma,Mpwapwa,berege,mzase,3
Dodoma,Mpwapwa,berege,mkanana,2
Dodoma,Mpwapwa,chunyu,chunyu,4
Dodoma,Mpwapwa,chunyu,msagali,8
Dodoma,Mpwapwa,mbuga,kizi,1
Dodoma,Mpwapwa,mbuga,mbuga,3
Dodoma,Mpwapwa,mbuga,iguluwi,1
Dodoma,Mpwapwa,godegode,godegode,3
Dodoma,Mpwapwa,godegode,kisisi,2
Dodoma,Mpwapwa,godegode,mgoma,2
Dodoma,Mpwapwa,godegode,mzogole,1
Dodoma,Mpwapwa,mpwapwa mjini,ilolo,4
Dodoma,Mpwapwa,mpwapwa mjini,kiboriani,2
Dodoma,Mpwapwa,mpwapwa mjini,mpwapwa mjini,6
Dodoma,Mpwapwa,mpwapwa mjini,igovu,6
Dodoma,Mpwapwa,mpwapwa mjini,mwanakianga,3
Dodoma,Mpwapwa,lupeta,lupeta,4
Dodoma,Mpwapwa,lupeta,bumila,3
Dodoma,Mpwapwa,lupeta,makutupa,2
Dodoma,Mpwapwa,gulwe,iyoma,3
Dodoma,Mpwapwa,gulwe,gulwe,5
Dodoma,Mpwapwa,gulwe,chiseyu,3
Dodoma,Mpwapwa,nghambi,kiegea,682
Dodoma,Mpwapwa,nghambi,nghambi,6
Dodoma,Mpwapwa,nghambi,kazania,2
Dodoma,Mpwapwa,chitemo,chibwegele,2
Dodoma,Mpwapwa,chitemo,chitemo,6
Dodoma,Mpwapwa,iwondo,igoji  ii,4
Dodoma,Mpwapwa,iwondo,iwondo,4
Dodoma,Mpwapwa,kingiti,lukole,5
Dodoma,Mpwapwa,kingiti,kingiti,2
Dodoma,Mpwapwa,lufu,lufu,3
Dodoma,Mpwapwa,lufu,gomhungile,633
Dodoma,Mpwapwa,lufu,mlimo,1
Dodoma,Mpwapwa,pwaga,pwaga,7
Dodoma,Mpwapwa,pwaga,idaho,1
Dodoma,Mpwapwa,pwaga,itende,500
Dodoma,Mpwapwa,pwaga,minguwi,3
Dodoma,Mpwapwa,galigali,matonya,2
Dodoma,Mpwapwa,galigali,galigali,2
Dodoma,Mpwapwa,mtera,kisima,5
Dodoma,Mpwapwa,mtera,mtera,5
Dodoma,Mpwapwa,mtera,kisimani,2
Dodoma,Mpwapwa,chipogoro,chipogoro,5
Dodoma,Mpwapwa,chipogoro,seluka,3
Dodoma,Mpwapwa,chipogoro,chaludewa,2
Dodoma,Mpwapwa,malolo,nzugilo,2
Dodoma,Mpwapwa,malolo,malolo,2
Dodoma,Mpwapwa,malolo,idodoma,2
Dodoma,Kongwa,kongwa,kongwa,5
Dodoma,Kongwa,kongwa,mnyakongo,5
Dodoma,Kongwa,kongwa,mlanga,4
Dodoma,Kongwa,sejeli,msunjilile,5
Dodoma,Kongwa,sejeli,sejeli,3
Dodoma,Kongwa,sejeli,mbande,6
Dodoma,Kongwa,sejeli,vilundilo,2
Dodoma,Kongwa,sejeli,manungu,3
Dodoma,Kongwa,hogoro,nyerere,2
Dodoma,Kongwa,hogoro,banyibanyi,5
Dodoma,Kongwa,hogoro,hogoro,4
Dodoma,Kongwa,hogoro,chamae,4
Dodoma,Kongwa,hogoro,mkutani,2
Dodoma,Kongwa,zoissa,pingalame,3
Dodoma,Kongwa,zoissa,zoissa,1
Dodoma,Kongwa,zoissa,kinangali,2
Dodoma,Kongwa,mkoka,mkoka,9
Dodoma,Kongwa,mkoka,mnuku,2
Dodoma,Kongwa,mkoka,mvungurumo,1
Dodoma,Kongwa,njoge,makutupa,935
Dodoma,Kongwa,njoge,njoge,5
Dodoma,Kongwa,njoge,hembahemba,4
Dodoma,Kongwa,mtanana,chigwingwili,3
Dodoma,Kongwa,mtanana,ndalibo,2
Dodoma,Kongwa,mtanana,mtanana 'a',3
Dodoma,Kongwa,mtanana,mtanana 'b',4
Dodoma,Kongwa,mtanana,soiti,1
Dodoma,Kongwa,pandambili,pandambili,8
Dodoma,Kongwa,mlali,mlali iyegu,9
Dodoma,Kongwa,mlali,ihanda,3
Dodoma,Kongwa,mlali,mlali bondeni,7
Dodoma,Kongwa,iduo,iduo,4
Dodoma,Kongwa,iduo,chang'ombe,3
Dodoma,Kongwa,iduo,masinyeti,3
Dodoma,Kongwa,iduo,suguta,2
Dodoma,Kongwa,sagara,sagara 'b',5
Dodoma,Kongwa,sagara,msingisa,4
Dodoma,Kongwa,sagara,laikala,5
Dodoma,Kongwa,sagara,ijaka,3
Dodoma,Kongwa,sagara,sagara 'a',4
Dodoma,Kongwa,kibaigwa,kinangali,2
Dodoma,Kongwa,kibaigwa,ndurugumi,5
Dodoma,Kongwa,kibaigwa,kibaigwa,18
Dodoma,Kongwa,ugogoni,chimotolo,2
Dodoma,Kongwa,ugogoni,machenje,3
Dodoma,Kongwa,ugogoni,mautya,5
Dodoma,Kongwa,ugogoni,ibwaga,3
Dodoma,Kongwa,ugogoni,nguji,2
Dodoma,Kongwa,ugogoni,ugogoni,943
Dodoma,Kongwa,chamkoroma,chamkoroma,2
Dodoma,Kongwa,chamkoroma,mseta bondeni,753
Dodoma,Kongwa,chamkoroma,mseta,2
Dodoma,Kongwa,chamkoroma,manghweta,2
Dodoma,Kongwa,chamkoroma,tubugwe kibaoni,3
Dodoma,Kongwa,chamkoroma,tubugwe juu,2
Dodoma,Kongwa,chamkoroma,makole,2
Dodoma,Kongwa,makawa,makawa,3
Dodoma,Kongwa,makawa,muungano,2
Dodoma,Kongwa,makawa,mageseni,2
Dodoma,Kongwa,makawa,silale,595
Dodoma,Kongwa,chitego,chitego,5
Dodoma,Kongwa,chitego,leganga,2
Dodoma,Kongwa,chitego,ngutoto,3
Dodoma,Kongwa,matongoro,matongoro,3
Dodoma,Kongwa,matongoro,mlanje,2
Dodoma,Kongwa,matongoro,norini,4
Dodoma,Kongwa,ngomai,chilanjilizi,1
Dodoma,Kongwa,ngomai,ngomai,6
Dodoma,Kongwa,ngomai,manyata,3
Dodoma,Kongwa,songambele,songambele a,6
Dodoma,Kongwa,songambele,songambele b,6
Dodoma,Kongwa,songambele,muungano,2
Dodoma,Kongwa,songambele,masena,1
Dodoma,Kongwa,songambele,mtunguchole,2
Dodoma,Kongwa,chiwe,moleti,6
Dodoma,Kongwa,chiwe,chiwe,8
Dodoma,Kongwa,chiwe,vihingo,3
Dodoma,Kongwa,chiwe,lengaji,2
Dodoma,Kongwa,lenjulu,lobilo,4
Dodoma,Kongwa,lenjulu,lenjulu,5
Dodoma,Kongwa,lenjulu,kiteto,2
Dodoma,Kongwa,lenjulu,majawanga,4
Dodoma,Kongwa,nghumbi,pembamoto,3
Dodoma,Kongwa,nghumbi,nghumbi,4
Dodoma,Kongwa,nghumbi,iyumbi,2
Dodoma,Kongwa,nghumbi,mbagilwa,2
Dodoma,Chamwino,haneti,haneti,4
Dodoma,Chamwino,haneti,kwahemu,4
Dodoma,Chamwino,haneti,chenene,4
Dodoma,Chamwino,haneti,humekwa,1
Dodoma,Chamwino,segala,segala,5
Dodoma,Chamwino,segala,izava,7
Dodoma,Chamwino,segala,kimeji,962
Dodoma,Chamwino,itiso,itiso,10
Dodoma,Chamwino,itiso,solowu,2
Dodoma,Chamwino,dabalo,dabalo,8
Dodoma,Chamwino,dabalo,manyemba,3
Dodoma,Chamwino,dabalo,chiwondo,2
Dodoma,Chamwino,dabalo,igamba,3
Dodoma,Chamwino,membe,membe,5
Dodoma,Chamwino,membe,mlimwa,3
Dodoma,Chamwino,msanga,msanga,5
Dodoma,Chamwino,msanga,kawawa,5
Dodoma,Chamwino,chilonwa,mahamha,4
Dodoma,Chamwino,chilonwa,nzali,4
Dodoma,Chamwino,buigiri,chamwino ikulu,8
Dodoma,Chamwino,buigiri,buigiri,5
Dodoma,Chamwino,buigiri,chinangali ii,3
Dodoma,Chamwino,majeleko,majeleko,4
Dodoma,Chamwino,majeleko,chinangali i,3
Dodoma,Chamwino,manchali,manchali b,2
Dodoma,Chamwino,manchali,chalinze,4
Dodoma,Chamwino,manchali,wilunze,2
Dodoma,Chamwino,manchali,manchali a,2
Dodoma,Chamwino,ikowa,ikowa,3
Dodoma,Chamwino,ikowa,makoja,3
Dodoma,Chamwino,msamalo,mgunda,7
Dodoma,Chamwino,msamalo,mnase,4
Dodoma,Chamwino,msamalo,mlebe,3
Dodoma,Chamwino,igandu,igandu,7
Dodoma,Chamwino,igandu,nghaheleze,6
Dodoma,Chamwino,igandu,chinoje,2
Dodoma,Chamwino,muungano,muungano,5
Dodoma,Chamwino,muungano,mzula,2
Dodoma,Chamwino,muungano,ilolo,3
Dodoma,Chamwino,mvumi makulu,mvumimakulu,7
Dodoma,Chamwino,handali,handali,7
Dodoma,Chamwino,handali,chanhumba,3
Dodoma,Chamwino,mvumi mission,mvumi mission,13
Dodoma,Chamwino,mvumi mission,ndebwe,4
Dodoma,Chamwino,idifu,idifu,5
Dodoma,Chamwino,idifu,miganga,4
Dodoma,Chamwino,makang'wa,mkang'wa,7
Dodoma,Chamwino,makang'wa,mlowabarabarani,8
Dodoma,Chamwino,makang'wa,mloda,5
Dodoma,Chamwino,iringa mvumi zamani,iringa mvumi zamani,2
Dodoma,Chamwino,iringa mvumi zamani,ikombolingo,4
Dodoma,Chamwino,iringa mvumi zamani,chita,2
Dodoma,Chamwino,iringa mvumi zamani,chita,3
Dodoma,Chamwino,manzase,manzase,6
Dodoma,Chamwino,manzase,sasajila,4
Dodoma,Chamwino,manzase,ilewelo,2
Dodoma,Chamwino,fufu,fufu,2
Dodoma,Chamwino,fufu,suli,2
Dodoma,Chamwino,mlowa bwawani,mlowa bwawani,6
Dodoma,Chamwino,mlowa bwawani,wiliko,3
Dodoma,Chamwino,mpwayungu,mpwayungu,9
Dodoma,Chamwino,mpwayungu,nagulo,4
Dodoma,Chamwino,nghambaku,nghambaku,3
Dodoma,Chamwino,nghambaku,ndogowe,4
Dodoma,Chamwino,chinugulu,chinugulu,5
Dodoma,Chamwino,manda,manda,5
Dodoma,Chamwino,manda,ilangali,4
Dodoma,Chamwino,huzi,huzi,4
Dodoma,Chamwino,huzi,chifukulo,3
Dodoma,Chamwino,loje,loje,3
Dodoma,Chamwino,loje,igunguli,2
Dodoma,Chamwino,chiboli,nzasa,1
Dodoma,Chamwino,chiboli,chiboli,3
Dodoma,Chamwino,nhinhi,nhinhi,5
Dodoma,Chamwino,nhinhi,nkwenda,3
Dodoma,Chamwino,zajilwa,magungu,1
Dodoma,Chamwino,zajilwa,gwandi,3
Dodoma,Chamwino,zajilwa,zajilwa,6
Dodoma,Dodoma Mjini,viwandani,marijani,733
Dodoma,Dodoma Mjini,viwandani,samora,877
Dodoma,Dodoma Mjini,viwandani,kinyali,1
Dodoma,Dodoma Mjini,viwandani,tofiki,1
Dodoma,Dodoma Mjini,viwandani,baruti,632
Dodoma,Dodoma Mjini,uhuru,uhuru,590
Dodoma,Dodoma Mjini,uhuru,kati,709
Dodoma,Dodoma Mjini,uhuru,kipande,765
Dodoma,Dodoma Mjini,uhuru,mji mpya,355
Dodoma,Dodoma Mjini,chamwino,maili mbili,1
Dodoma,Dodoma Mjini,chamwino,sokoine,3
Dodoma,Dodoma Mjini,chamwino,nduka,7
Dodoma,Dodoma Mjini,chamwino,mwaja,8
Dodoma,Dodoma Mjini,kiwanja/ndege,mlimwa,2
Dodoma,Dodoma Mjini,kiwanja/ndege,chuo cha mipango,951
Dodoma,Dodoma Mjini,kiwanja/ndege,k'nja  cha ndege,1
Dodoma,Dodoma Mjini,kiwanja/ndege,makongoro,2
Dodoma,Dodoma Mjini,kiwanja/ndege,osterbay,4
Dodoma,Dodoma Mjini,makole,chimuli,2
Dodoma,Dodoma Mjini,makole,chadulu b,4
Dodoma,Dodoma Mjini,makole,makole,5
Dodoma,Dodoma Mjini,miyuji,miyuji proper,3
Dodoma,Dodoma Mjini,miyuji,mpamaa,2
Dodoma,Dodoma Mjini,miyuji,mathias,10
Dodoma,Dodoma Mjini,msalato,msalato,7
Dodoma,Dodoma Mjini,makutupora,weyula,12
Dodoma,Dodoma Mjini,makutupora,mchemwa,2
Dodoma,Dodoma Mjini,chihanga,gawaye,4
Dodoma,Dodoma Mjini,chihanga,chihanga,2
Dodoma,Dodoma Mjini,chihanga,nzasa,5
Dodoma,Dodoma Mjini,hombolo,hombolo makulu,6
Dodoma,Dodoma Mjini,hombolo,hombolo bwawani,9
Dodoma,Dodoma Mjini,hombolo,mkoyo,5
Dodoma,Dodoma Mjini,hombolo,zepisa,3
Dodoma,Dodoma Mjini,ipala,ipala,6
Dodoma,Dodoma Mjini,nzuguni,nzuguni,11
Dodoma,Dodoma Mjini,nzuguni,kitelela,2
Dodoma,Dodoma Mjini,nzuguni,mahomanyika,3
Dodoma,Dodoma Mjini,dodoma makulu,dodoma makulu,17
Dodoma,Dodoma Mjini,mtumba,mtumba,3
Dodoma,Dodoma Mjini,mtumba,vikonje,3
Dodoma,Dodoma Mjini,mtumba,ihumwa,11
Dodoma,Dodoma Mjini,kikombo,kikombo,5
Dodoma,Dodoma Mjini,kikombo,chilolo,3
Dodoma,Dodoma Mjini,ng'hong'honha,ng'hong'honha,6
Dodoma,Dodoma Mjini,ng'hong'honha,mapinduzi,4
Dodoma,Dodoma Mjini,mpunguzi,mpunguzi,9
Dodoma,Dodoma Mjini,mpunguzi,matumbulu,5
Dodoma,Dodoma Mjini,mpunguzi,nkulabi,3
Dodoma,Dodoma Mjini,tambukareli,chadulu a,4
Dodoma,Dodoma Mjini,tambukareli,reli,2
Dodoma,Dodoma Mjini,tambukareli,salmin,699
Dodoma,Dodoma Mjini,kilimani,kilimani,2
Dodoma,Dodoma Mjini,kilimani,nyerere,425
Dodoma,Dodoma Mjini,kilimani,chinyoyo,2
Dodoma,Dodoma Mjini,kilimani,image,1
Dodoma,Dodoma Mjini,kikuyu-kusini,maghorofani,1
Dodoma,Dodoma Mjini,kikuyu-kusini,image,1
Dodoma,Dodoma Mjini,kikuyu-kusini,mkuyuni,696
Dodoma,Dodoma Mjini,kikuyu-kusini,mkalama,2
Dodoma,Dodoma Mjini,kikuyu-kusini,maweni,675
Dodoma,Dodoma Mjini,kikuyu-kaskazini,kikuyu-mission,2
Dodoma,Dodoma Mjini,kikuyu-kaskazini,kikuyu,3
Dodoma,Dodoma Mjini,kikuyu-kaskazini,zahanati,1
Dodoma,Dodoma Mjini,kikuyu-kaskazini,kigamboni,2
Dodoma,Dodoma Mjini,kikuyu-kaskazini,hazina-x,2
Dodoma,Dodoma Mjini,mkonze,mkonze,8
Dodoma,Dodoma Mjini,mkonze,michese,5
Dodoma,Dodoma Mjini,mbabala,mbabala 'a',8
Dodoma,Dodoma Mjini,mbabala,mbabala 'b',4
Dodoma,Dodoma Mjini,zuzu,zuzu,4
Dodoma,Dodoma Mjini,zuzu,chididimo,2
Dodoma,Dodoma Mjini,hazina,hazina,2
Dodoma,Dodoma Mjini,hazina,mlezi,2
Dodoma,Dodoma Mjini,hazina,kinyambwa,3
Dodoma,Dodoma Mjini,hazina,itega,3
Dodoma,Dodoma Mjini,madukani,sululu,284
Dodoma,Dodoma Mjini,madukani,mmasi,321
Dodoma,Dodoma Mjini,madukani,jamali,271
Dodoma,Dodoma Mjini,madukani,kamili,1
Dodoma,Dodoma Mjini,madukani,kamili,458
Dodoma,Dodoma Mjini,majengo,mnyampala,1
Dodoma,Dodoma Mjini,majengo,kitenge,2
Dodoma,Dodoma Mjini,majengo,mausi,360
Dodoma,Dodoma Mjini,majengo,fatina,2
Dodoma,Dodoma Mjini,kizota,sokoine,2
Dodoma,Dodoma Mjini,kizota,mkonongo,2
Dodoma,Dodoma Mjini,kizota,relini,3
Dodoma,Dodoma Mjini,kizota,bochela,4
Dodoma,Dodoma Mjini,kizota,salama,4
Dodoma,Dodoma Mjini,kizota,mtube,12
Dodoma,Dodoma Mjini,kizota,kisabuje,3
Dodoma,Dodoma Mjini,kizota,bwawani,2
Dodoma,Dodoma Mjini,kizota,mnyakongo,4
Dodoma,Dodoma Mjini,nala,chihoni,3
Dodoma,Dodoma Mjini,nala,nala,2
Dodoma,Dodoma Mjini,mbalawala,mbalawala,4
Dodoma,Dodoma Mjini,mbalawala,lugala,5
Dodoma,Dodoma Mjini,ntyuka,ntyuka,5
Dodoma,Dodoma Mjini,chigongwe,msembeta,2
Dodoma,Dodoma Mjini,chigongwe,chigongwe,3
Dodoma,Dodoma Mjini,chigongwe,nghambala,2
Dodoma,Dodoma Mjini,chang'ombe,hamvu,5
Dodoma,Dodoma Mjini,chang'ombe,mazengo,7
Dodoma,Dodoma Mjini,chang'ombe,chang'ombe juu,5
Dodoma,Dodoma Mjini,chang'ombe,chilewa,8
Dodoma,Dodoma Mjini,iyumbu,iyumbu,3
Dodoma,Dodoma Mjini,chahwa,mahoma makulu,2
Dodoma,Dodoma Mjini,chahwa,chahwa,2
Dodoma,Dodoma Mjini,mnadani,karume,4
Dodoma,Dodoma Mjini,mnadani,mnadani,7
Dodoma,Dodoma Mjini,mnadani,mbwanga,3
Dodoma,Dodoma Mjini,mnadani,ndachi,880
Dodoma,Dodoma Mjini,ipagala,mlimwa west,2
Dodoma,Dodoma Mjini,ipagala,swaswa,4
Dodoma,Dodoma Mjini,ipagala,ilazo,3
Dodoma,Dodoma Mjini,ipagala,sulungai,5
Dodoma,Dodoma Mjini,ipagala,ipagala,4
Dodoma,Bahi,makanda,makanda,5
Dodoma,Bahi,makanda,chonde,3
Dodoma,Bahi,lamaiti,bankolo,3
Dodoma,Bahi,lamaiti,lamaiti,5
Dodoma,Bahi,lamaiti,lukali,5
Dodoma,Bahi,babayu,kongogo,4
Dodoma,Bahi,babayu,babayu,4
Dodoma,Bahi,babayu,asanje,2
Dodoma,Bahi,zanka,zanka,2
Dodoma,Bahi,zanka,mayamaya,4
Dodoma,Bahi,zanka,mkondai,4
Dodoma,Bahi,msisi,kisima cha ndege,4
Dodoma,Bahi,msisi,mchito,2
Dodoma,Bahi,msisi,msisi,4
Dodoma,Bahi,msisi,tinai,2
Dodoma,Bahi,mundemu,nguji,2
Dodoma,Bahi,mundemu,mundemu,4
Dodoma,Bahi,mundemu,chilungulu,2
Dodoma,Bahi,bahi,uhelela,2
Dodoma,Bahi,bahi,bahi sokoni,10
Dodoma,Bahi,bahi,nagulo bahi,6
Dodoma,Bahi,mpamantwa,bahi makulu,5
Dodoma,Bahi,mpamantwa,mpamantwa,4
Dodoma,Bahi,mpamantwa,mkakatika,4
Dodoma,Bahi,ibihwa,mnkola,4
Dodoma,Bahi,ibihwa,ibihwa,7
Dodoma,Bahi,ilindi,mindola,3
Dodoma,Bahi,ilindi,ilindi,6
Dodoma,Bahi,kigwe,kigwe,6
Dodoma,Bahi,kigwe,mpinga,6
Dodoma,Bahi,kigwe,mzogole,4
Dodoma,Bahi,chikola,chimendeli,7
Dodoma,Bahi,chikola,nghulagano,4
Dodoma,Bahi,chikola,chikola,3
Dodoma,Bahi,chipanga,chipanga 'b',3
Dodoma,Bahi,chipanga,chipanga 'a',3
Dodoma,Bahi,chipanga,chiguluka,3
Dodoma,Bahi,chali,chali igongo,2
Dodoma,Bahi,chali,chali isanga,3
Dodoma,Bahi,chali,chali makulu,3
Dodoma,Bahi,chali,chikopelo,4
Dodoma,Bahi,nondwa,nondwa,3
Dodoma,Bahi,nondwa,zejele,4
Dodoma,Bahi,nondwa,magaga,3
Dodoma,Bahi,nondwa,chifutuka,6
Dodoma,Bahi,mpalanga,nholi,2
Dodoma,Bahi,mpalanga,mpalanga,5
Dodoma,Bahi,mpalanga,chidilo,4
Dodoma,Bahi,ibugule,ibugule,2
Dodoma,Bahi,ibugule,nkhome,6
Dodoma,Bahi,chibelela,isangha,5
Dodoma,Bahi,chibelela,chibelela,5
Dodoma,Bahi,mwitikira,mwitikira,3
Dodoma,Bahi,mwitikira,mphangwe,4
Dodoma,Bahi,mtitaa,mtitaa,5
Dodoma,Bahi,mtitaa,nhyinila,4
Dodoma,Chemba,makorongo,maziwa,3
Dodoma,Chemba,makorongo,makorongo,2
Dodoma,Chemba,makorongo,khubunko,1
Dodoma,Chemba,makorongo,babayu,4
Dodoma,Chemba,makorongo,chase,4
Dodoma,Chemba,ovada,takwa,1
Dodoma,Chemba,ovada,kinyamsindo,3
Dodoma,Chemba,ovada,mengu,893
Dodoma,Chemba,ovada,ovada,2
Dodoma,Chemba,ovada,baaba,2
Dodoma,Chemba,ovada,jogolo,2
Dodoma,Chemba,ovada,dinae,978
Dodoma,Chemba,msaada,machiga,1
